29.810,phoneme,t
30.240,phoneme,t
30.310,phoneme,a
30.380,phoneme,t
30.490,phoneme,a
30.570,phoneme,t
30.700,phoneme,a
30.730,phoneme,t
30.840,phoneme,u
30.900,phoneme,y
30.950,phoneme,u
31.110,phoneme,f
31.220,phoneme,a
31.285,phoneme,y
31.350,phoneme,t
31.460,phoneme,a
31.510,phoneme,t
31.590,phoneme,y
31.620,phoneme,u
31.730,phoneme,f
31.840,phoneme,a
31.900,phoneme,y
31.960,phoneme,t
31.990,phoneme,a
32.060,phoneme,y
32.120,phoneme,a
32.165,phoneme,y
32.210,phoneme,t
32.310,phoneme,a
32.385,phoneme,y
32.460,phoneme,a
32.490,phoneme,t
33.160,phoneme,t
33.280,phoneme,a
33.350,phoneme,m
33.440,phoneme,a
33.480,phoneme,y
33.520,phoneme,u
33.560,phoneme,a
33.620,phoneme,t
33.710,phoneme,u
33.780,phoneme,a
33.835,phoneme,y
33.890,phoneme,t
34.300,phoneme,a
34.360,phoneme,t
34.420,phoneme,a
34.470,phoneme,t
34.570,phoneme,a
34.630,phoneme,y
34.740,phoneme,a
34.810,phoneme,y
34.880,phoneme,f
34.970,phoneme,m
35.630,phoneme,t
35.740,phoneme,a
35.785,phoneme,u
35.850,phoneme,t
35.920,phoneme,a
35.975,phoneme,y
36.030,phoneme,t
36.080,phoneme,a
36.130,phoneme,m
36.210,phoneme,a
36.255,phoneme,u
36.300,phoneme,m
36.370,phoneme,a
36.420,phoneme,t
36.560,phoneme,a
36.640,phoneme,t
36.730,phoneme,a
36.780,phoneme,u
36.830,phoneme,t
36.900,phoneme,a
36.960,phoneme,t
37.070,phoneme,a
37.120,phoneme,t
37.220,phoneme,u
37.300,phoneme,a
37.390,phoneme,t
37.950,phoneme,y
38.030,phoneme,u
38.100,phoneme,f
38.240,phoneme,u
38.420,phoneme,t
38.540,phoneme,a
38.600,phoneme,t
39.110,phoneme,y
39.190,phoneme,u
39.270,phoneme,f
39.350,phoneme,u
39.540,phoneme,t
39.660,phoneme,y
39.720,phoneme,a
39.900,phoneme,u
39.970,phoneme,t
40.090,phoneme,a
40.170,phoneme,t
40.330,phoneme,a
40.370,phoneme,u
40.410,phoneme,a
40.470,phoneme,t
40.660,phoneme,a
40.705,phoneme,y
40.750,phoneme,m
40.830,phoneme,t
40.880,phoneme,a
40.940,phoneme,u
41.000,phoneme,a
41.020,phoneme,y
41.110,phoneme,a
41.220,phoneme,t
41.340,phoneme,a
41.390,phoneme,t
41.600,phoneme,a
41.720,phoneme,y
41.980,phoneme,m
42.520,phoneme,a
42.590,phoneme,t
42.670,phoneme,y
42.760,phoneme,a
42.890,phoneme,y
43.320,phoneme,u
43.450,phoneme,a
43.485,phoneme,y
43.640,phoneme,u
43.790,phoneme,t
43.860,phoneme,a
44.030,phoneme,u
44.350,phoneme,t
44.470,phoneme,a
44.510,phoneme,u
44.550,phoneme,t
44.630,phoneme,f
44.690,phoneme,u
44.770,phoneme,t
44.830,phoneme,a
44.890,phoneme,t
45.000,phoneme,a
45.060,phoneme,t
45.140,phoneme,a
45.190,phoneme,t
45.280,phoneme,a
45.350,phoneme,m
45.430,phoneme,a
45.490,phoneme,u
45.550,phoneme,t
45.730,phoneme,a
45.840,phoneme,u
45.920,phoneme,t
46.310,phoneme,t
46.420,phoneme,a
46.480,phoneme,m
46.530,phoneme,a
46.600,phoneme,t
46.650,phoneme,a
46.680,phoneme,y
46.710,phoneme,t
46.820,phoneme,a
46.880,phoneme,t
46.930,phoneme,a
46.980,phoneme,y
47.030,phoneme,a
47.060,phoneme,u
47.090,phoneme,y
47.140,phoneme,t
47.220,phoneme,a
47.300,phoneme,f
47.430,phoneme,a
47.560,phoneme,u
47.620,phoneme,t
47.730,phoneme,u
47.820,phoneme,a
47.845,phoneme,y
47.980,phoneme,u
48.120,phoneme,y
48.180,phoneme,a
48.230,phoneme,f
48.260,phoneme,a
48.330,phoneme,t
48.400,phoneme,a
48.460,phoneme,t
48.500,phoneme,a
48.650,phoneme,m
49.400,phoneme,a
49.490,phoneme,t
49.690,phoneme,u
49.765,phoneme,a
49.950,phoneme,f
50.020,phoneme,u
50.070,phoneme,a
50.100,phoneme,y
50.130,phoneme,m
50.210,phoneme,a
50.265,phoneme,u
50.320,phoneme,m
50.390,phoneme,a
50.450,phoneme,t
50.720,phoneme,y
50.810,phoneme,u
50.900,phoneme,f
51.040,phoneme,u
51.200,phoneme,t
51.330,phoneme,a
51.380,phoneme,t
51.890,phoneme,m
